id,lane,organization,opportunity,route_class,assets,contribution_view,status,execution_state,execution_manifest,deadline,gate,shared_evidence_family,mutual_exclusion_group,parent_route,source_state,source,origin
phd-ntust-im,PhD,National Taiwan University of Science and Technology,Information Management PhD,PhD,Cite|YZU|Citation Engine,,WATCH,RESEARCH_ONLY,,CYCLE_NOT_YET_VERIFIED,116 call/funding,,,,UNKNOWN,,docs/postgrad/postgrad-market.csv
phd-yzu-management,PhD,Yuan Ze University,Management / Finance doctorate,PhD,Existing YZU Research|Finance,,BACKSTOP,RESEARCH_ONLY,,CYCLE_NOT_YET_VERIFIED,exact package and freedom,,,,VERIFY_CURRENT,https://www.cm.yzu.edu.tw/en/,docs/postgrad/postgrad-market.csv
phd-uio-tik,PhD,University of Oslo / TIK,AI / Innovation Studies vacancy family,PhD,Policy Lab|AI Systems|Python|Research,,WATCH,RESEARCH_ONLY,,VACANCY_DRIVEN,next matching vacancy,,,,RECENT_FIT_EVIDENCE,,docs/postgrad/postgrad-market.csv
phd-ntnu-responsible-ai,PhD,NTNU,Responsible AI / Information Systems vacancy family,PhD,Policy Lab|Citation Engine|AI Systems,,WATCH,RESEARCH_ONLY,,VACANCY_DRIVEN,next matching vacancy,,,,RECENT_FIT_EVIDENCE,,docs/postgrad/postgrad-market.csv
phd-uia-is,PhD,University of Agder,Information Systems / AI vacancy family,PhD,Cite|YZU|Policy Lab,,WATCH,RESEARCH_ONLY,,VACANCY_DRIVEN,next matching vacancy,,,,RECENT_FIT_EVIDENCE,,docs/postgrad/postgrad-market.csv
phd-bi-norway,PhD,BI Norwegian Business School,Finance / Strategy / Innovation funded PhD vacancies,PhD,Finance|Policy Lab|Research,,WATCH,RESEARCH_ONLY,,VACANCY_DRIVEN,current vacancy set,,,,VERIFIED_PROGRAM_MODEL,https://www.bi.no/en/programmes-and-individual-courses/phd/how-to-apply/,docs/postgrad/postgrad-market.csv
phd-tue-is,PhD,Eindhoven University of Technology,Information Systems / trustworthy AI vacancy family,PhD,Cite|Citation Engine|Evaluation,,WATCH,RESEARCH_ONLY,,VACANCY_DRIVEN,degree-field match,,,,RECENT_FIT_EVIDENCE,,docs/postgrad/postgrad-market.csv
faculty-nthu-shan-hung-wu-ai-2026,PHD_FACULTY,National Tsing Hua University / Shan-Hung Wu Lab,"Prospective graduate-student research chat — AI-powered DB/IR, Generative AI, Business Intelligence",FACULTY_PULL,Cite|YZU Cluster|Citation Engine|Finance|Research Papers,Accountable AI research systems x AI-powered database/information retrieval,FIRE_NOW,OUTREACH_READY,,ROLLING,"Official lab page verifies active graduate-student recruiting. Lab stipend/RA compensation is not stated. Verify funding, degree route, start timing, and mutual research fit in the faculty conversation before commitment.",phd-ai-taiwan,,,RECRUITING_VERIFIED_2026-08-27_FUNDING_UNKNOWN,https://www.cs.nthu.edu.tw/~shwu/,live faculty-recruitment discovery; official lab page verified 2026-08-27
fc27-cl-eci,RESEARCH,Financial Cryptography and Data Security,FC 2027 short paper,APPLY,Policy Lab|CL-ECI,CL-ECI,HOLD_RESEARCH_QA_AND_FEE,RESEARCH_ONLY,,2026-09-24T23:59:00-12:00,Empirical recovered-data/stationarity repair + regenerated results + G2/G3 originality/overlap; accepted paper requires paid registration,policy-lab-family,cl-eci-manuscript-2026,,OFFICIAL_CFP_REVERIFIED_2026-09-13,https://www.ifca.ai/fc27/cfp.html,policy-lab-gauntlet + research tranche
nlnet-restack-policy-lab-2026,GRANT,NLnet Foundation,Restack / Sep-Nov 2026 call family,APPLY,Policy Lab|CL-ECI,Policy Lab,HOLD_CALL_GATED,RESEARCH_ONLY,,2026-11-03T12:00:00+01:00,G1 call-specific open/libre + European-dimension criteria; re-read after Sep 3 open,policy-lab-family,,,FUTURE_CALL_REVERIFY_2026-09-03,https://nlnet.nl/propose/,policy-lab-gauntlet
ssi-fellowship-2027-policy-lab,FELLOWSHIP,Software Sustainability Institute,Fellowship Programme 2027,APPLY,Policy Lab|Citation Engine|Cite|Research Drive|Refinery|Commons,"Research-software sustainability, provenance and evidence infrastructure",HOLD_SCREENCAST_RECORDING,PORTAL_MAPPED,examples/opportunities/ssi-fellowship-2027-refinery-commons.json,2026-10-05,"Application copy and revised narration are ready. Correct the deck budget because CW27 travel is provided separately; then the applicant must record and host the six-minute-maximum screencast before this route can enter FIRE. Personal demographic answers, declarations, and final Submit remain human gates. The £4,000 is a restricted activity budget, not salary.",refinery-family,,,OFFICIAL_APPLICATION_AND_LIVE_FORM_REVERIFIED_2026-09-17,https://www.software.ac.uk/programmes/fellowship-programme/apply-fellowship-programme,"route-specific packaging and official application preview | master override: Refinery/Commons remains the strongest direct SSI evidence line. Official criteria, terms, the preview form, and the live Microsoft Form were reverified on 2026-09-17. The remaining dependencies are the corrected deck, recording URL, and applicant-only answers."
dpg-policy-lab,STANDARD,Digital Public Goods Alliance,Digital Public Goods Registry review,APPLY,Policy Lab,Policy Lab,HOLD_CANONICAL_CI_REPAIR_AND_REMAINING_RECON,PORTAL_RECON_REQUIRED,examples/opportunities/dpg-policy-lab.json,ROLLING,Promote tested live-smoke repair; map remaining questionnaire sections; choose public email; G1/G2 email verification and consequential legal/privacy/ownership attestations; human final submit,policy-lab-family,,,STANDARD_REVERIFIED_2026-09-17_DOSSIER_AND_FIRST_PAGE_MAP_READY_CI_REPAIR_AND_REMAINING_RECON_PENDING,https://www.digitalpublicgoods.net/,policy-lab-gauntlet
ftsid-2026-cl-eci,RESEARCH,Asia University FTSID,2026 full-paper lane,APPLY,CL-ECI|Policy Lab,CL-ECI,FALLBACK_ONLY,RESEARCH_ONLY,,2026-09-30,only if FC27 primary manuscript lane is stopped or non-overlapping,policy-lab-family,cl-eci-manuscript-2026,,VERIFIED_2026-08-26,https://ftimc.asia.edu.tw/international-academic-conference/submission/,Policy Lab ownership restored; supersedes accidental IL assignment
shih-hsin-finance-2026-il,RESEARCH,Shih Hsin University,Finance International Conference 2026,APPLY,Invisible Ledger,Invisible Ledger,FIRE_NOW,PACKET_READY,examples/opportunities/shih-hsin-finance-2026-invisible-ledger.json,2026-09-17,"One-page bilingual Word/PDF packet ready and live Google Form mapped; signed-in email, authorship/originality/privacy declarations, final Submit, and post-submit phone confirmation remain human",invisible-ledger-family,,,OFFICIAL_CALL_AND_LIVE_FORM_REVERIFIED_2026-09-14,https://fin.wp.shu.edu.tw/?page_id=262,cross-thread reconciliation; moved from Policy Lab fallback to IL
tax-academy-sg-il,GRANT,Tax Academy of Singapore,Research Grant Programme,APPLY,Invisible Ledger,Invisible Ledger,HIGH_VALUE_VERIFY,RESEARCH_ONLY,,UNKNOWN,current mechanics/eligibility + extension of developed working paper,invisible-ledger-family,,,NO_PUBLIC_DEADLINE_VERIFIED,https://www.taxacademy.sg/research-awards/call-for-papers/,research-asset tranche
wu-tax-tech-2027-il-cl,RESEARCH,WU Vienna,Tax Law Technology Conference 2027,APPLY,Invisible Ledger|CL,IL x CL,VERIFY,RESEARCH_ONLY,,UNKNOWN,genuine tax-workflow/agentic-AI research question + deadline verification,invisible-ledger-family,,,CALL_VERIFIED_DEADLINE_UNKNOWN,https://www.wu.ac.at/en/taxlaw/institute/wutltc/debate/tltconference,research-asset tranche
global-tax-symposium-2027-il,RESEARCH,Global Tax Symposium,2027 Auckland paper,APPLY,Invisible Ledger,Invisible Ledger,FIRE_LATER,RESEARCH_ONLY,,2027-02-01,full draft-paper quality + international/comparative framing,invisible-ledger-family,,,VERIFIED_2026-08-26,https://www.lse.ac.uk/law/research/taxation-global-tax-symposium,research-asset tranche
pbfeam-nycu-finance-2026-il,RESEARCH,PBFEAM + NYCU International Finance Conference,34th PBFEAM / 20th NYCU International Finance Conference,APPLY,Invisible Ledger,Invisible Ledger,WATCH_REVERIFY,RESEARCH_ONLY,,UNKNOWN,conflicting public deadline evidence,invisible-ledger-family,,,CONFLICTING_DEADLINE,,research-asset tranche
dpg-nocturnal,STANDARD,Digital Public Goods Alliance,Digital Public Goods Registry - Nocturnal,APPLY,Nocturnal,Nocturnal,VERIFY,RESEARCH_ONLY,,ROLLING,public-good/open-source eligibility and external-review evidence,nocturnal-family,,,ROLLING_REVERIFY_FIT,https://www.digitalpublicgoods.net/,grant/sponsorship master handoff
nlnet-restack-nocturnal,GRANT,NLnet Foundation,Restack - Nocturnal,APPLY,Nocturnal|Citation Engine,Open current-state/provenance/public-memory infrastructure only if the proposed work is natively libre/open,MANDATORY_PORTFOLIO_BAKEOFF,RESEARCH_ONLY,,2026-11-03T12:00:00+01:00,"G1/G2/G3 one portfolio bakeoff remains mandatory for the typical €5k-50k first-grant range. Current call focuses on technical work released under libre/open licences, requires a strong European dimension for EU-supported funds, concise applicant-authored answers, and full disclosure of any generative-AI prompts, interactions and output. Preserve the human's own proposal voice and package the complete AI-assistance log if this route wins the bakeoff.",nocturnal-family,nlnet-first-grant-portfolio-2026,,OFFICIAL_NLNET_CALL_AND_AI_POLICY_VERIFIED_2026-09-12,https://nlnet.nl/propose/,"grant/sponsorship master handoff | master override: Focused Nocturnal audit verifies Sep 3 reopening, Nov 3 deadline, €5k-50k first request, open-output requirements and first-grant focus constraint. | master override: Carry the live Nov-3 deadline and explicit AI-disclosure boundary into the canonical route."
msr-2027-technical-refinery,RESEARCH,MSR 2027,Technical Papers,APPLY,Refinery|Commons,Refinery empirical research,DEFAULT_PRIMARY_FIRE,RESEARCH_ONLY,,2026-10-23,Mandatory abstract due 2026-10-20 AoE; preserve frozen empirical object + manuscript readiness; accepted paper requires author registration and presentation,refinery-family,,,OFFICIAL_CFP_REVERIFIED_2026-09-16,https://2027.msrconf.org/track/msr-2027-technical-papers,grant/sponsorship handoff + recovered master calendar
msr-2027-data-tool-refinery,RESEARCH,MSR 2027,Data and Tool Showcase,APPLY,Refinery|Commons,Refinery artifact/tool,FIRE_AFTER_PRIMARY_DECISION,RESEARCH_ONLY,,2026-11-10,Abstract due 2026-11-05 AoE; artifact must be available at submission with instructions and persistent DOI for publication; resolve overlap with technical paper; accepted paper requires author registration and presentation,refinery-family,,,OFFICIAL_CFP_REVERIFIED_2026-09-16,https://2027.msrconf.org/track/msr-2027-data-and-tool-showcase-track,recovered master calendar
saner-2027-research-refinery,RESEARCH,SANER 2027,Research Track,APPLY,Refinery,Refinery empirical research,HOLD_CONDITIONAL,RESEARCH_ONLY,,2026-09-25,Mandatory abstract due 2026-09-21 AoE; route decision and evidence positioning versus MSR; accepted paper requires full author registration and in-person presentation,refinery-family,,,OFFICIAL_CFP_REVERIFIED_2026-09-16,https://conf.researchr.org/track/saner-2027/saner-2027-papers,grant/sponsorship handoff + recovered master calendar
saner-2027-tool-demo-refinery,RESEARCH,SANER 2027,Tool Demo,APPLY,Refinery|Commons,Refinery artifact/tool,ARTIFACT_ROUTE,RESEARCH_ONLY,,2026-10-23,"Optional abstract due 2026-10-19 AoE; five-page tool paper, live artifact URL, tool-demo framing and overlap review; accepted paper requires full author registration and in-person presentation",refinery-family,,,OFFICIAL_CFP_REVERIFIED_2026-09-16,https://conf.researchr.org/track/saner-2027/saner-2027-tool-demo-track,grant/sponsorship handoff
saner-2027-agentic-ai4se-refinery,RESEARCH,SANER 2027,Agentic AI4SE,APPLY,Refinery,Refinery,HOLD_OR_KILL,RESEARCH_ONLY,,2026-10-23,Mandatory abstract due 2026-10-19 AoE; agent behavior must genuinely be the empirical object; double-anonymous ten-page paper; accepted paper requires full author registration and in-person presentation,refinery-family,,,OFFICIAL_CFP_REVERIFIED_2026-09-16_FIT_PENDING,https://conf.researchr.org/track/saner-2027/saner-2027-agentic-ai4se-track,grant/sponsorship handoff
ifs-2027-refinery,RESEARCH,iFS 2027,software engineering research route,APPLY,Refinery,Refinery empirical research,STRONG_RESERVE,RESEARCH_ONLY,,UNKNOWN,exact current CFP/deadline,refinery-family,,,REVERIFY,,grant/sponsorship handoff
icse-2027-seis-refinery,RESEARCH,ICSE 2027,Software Engineering in Society (SEIS),APPLY,Refinery|Commons,Refinery societal/software consequences,HIGH_FIT_ALTERNATIVE,RESEARCH_ONLY,,2026-10-23,"Contribution fit and broader-impact argument; four-page short or ten-page full/experience paper; accepted paper requires author registration, full-conference attendance, and presentation",refinery-family,,,OFFICIAL_CFP_REVERIFIED_2026-09-16_FIT_PENDING,https://conf.researchr.org/track/icse-2027/icse-2027-seis,grant/sponsorship handoff
nlnet-codesupply-refinery,GRANT,NLnet Foundation,CodeSupply - Launch-to-Artifact Provenance Graph,APPLY,Refinery|Commons,Commons open infrastructure,WATCH_HIGH_CONDITIONAL,RESEARCH_ONLY,,2026-11-03T12:00:00+01:00,open slice must be provenance/rights/origin/reproducibility; no private marketplace layer,refinery-family,,,FUTURE_CALL_REVERIFY_2026-09-03,https://nlnet.nl/propose/,grant/sponsorship handoff
tas-2026-hardware-splicer,RESEARCH,Trustworthy Agentic Systems,2026 paper/call route,APPLY,Hardware Splicer,Hardware Splicer research,HOLD,RESEARCH_ONLY,,UNKNOWN,attendance/travel/cost + exact live call,hardware-splicer-family,,,REVERIFY,,HS route thread
date-2027-lbr-hardware-splicer,RESEARCH,DATE 2027,Late Breaking Results,APPLY,Hardware Splicer,Hardware Splicer research,HOLD_FIRE_LATER,RESEARCH_ONLY,,2026-11-29,G4 stronger live/physical evidence + blind two-page extended abstract; accepted paper requires full author registration and in-person presentation,hardware-splicer-family,,,OFFICIAL_CFP_REVERIFIED_2026-09-16_FIT_PENDING,https://www.date-conference.com/call-for-papers,HS route thread
atta-2026-invisible-ledger,RESEARCH,ATTA,tax research route,APPLY,Invisible Ledger,Invisible Ledger,REVERIFY,RESEARCH_ONLY,,2026-09-28,exact current cycle,invisible-ledger-family,,,RECOVERED_REVERIFY,,recovered master calendar
nta-2026-invisible-ledger,RESEARCH,National Tax Association,2026 Pittsburgh conference/fellowship family,APPLY,Invisible Ledger,Invisible Ledger,REVERIFY,RESEARCH_ONLY,,UNKNOWN,exact route/cycle and already-submitted state,invisible-ledger-family,,,RECOVERED,,recovered master calendar
itpf-grant-invisible-ledger,GRANT,International Tax Policy Forum,Research Grant,APPLY,Invisible Ledger,Invisible Ledger,REVERIFY,RESEARCH_ONLY,,UNKNOWN,current grant cycle + eligibility,invisible-ledger-family,,,HISTORICAL_POOL_REVERIFY,,grant/sponsorship handoff
facct-2027-policy-family,RESEARCH,ACM FAccT,2027 research route,APPLY,Policy Lab|Citation Engine|Nocturnal,evidence/governance research,REVERIFY,RESEARCH_ONLY,,2026-11-03,Mandatory abstract due 2026-10-27 AoE; native research-question fit + anonymized paper readiness; accepted paper requires in-person presentation,,,,OFFICIAL_CFP_REVERIFIED_2026-09-16_FIT_PENDING,https://facctconference.org/2027/cfp.html,grant/sponsorship handoff
finec-tax-finance-route,RESEARCH,FINEC / tax-finance association family,research route,APPLY,Invisible Ledger|Finance,Invisible Ledger,REVERIFY,RESEARCH_ONLY,,UNKNOWN,identify exact current call,,,,RECOVERED_WATCH,,recovered master calendar
phd-tudelft-decentralized-trustworthy-ai,PHD,TU Delft,Decentralized and Trustworthy AI Pipelines,REHYDRATE,Policy Lab|Citation Engine|Public-Good,trustworthy AI / evidence governance,REHYDRATE_LIVE,RESEARCH_ONLY,,2026-09-24,live vacancy still open + exact degree/visa requirements,,,,FOUND_IN_PRIOR_DEEP_RESEARCH_REVERIFY_LIVE,,post-graduation conversion strategy
phd-tilburg-ai-ic-reverse-engineering,PHD,Tilburg / partner institution,AI-assisted Reverse Engineering of Integrated Circuits,REHYDRATE,Hardware Splicer,industrial/hardware AI,REHYDRATE_LIVE,RESEARCH_ONLY,,UNKNOWN,live vacancy + degree fit + exact host,,,,FOUND_IN_PRIOR_DEEP_RESEARCH_REVERIFY_LIVE,,post-graduation conversion strategy
phd-ntnu-maritime-interactive-agents,PHD,NTNU,Human-Centered Interactive AI Agents for Maritime Simulator Training,REHYDRATE,Cite|Policy Lab|Agent Systems,interactive trustworthy agents,REHYDRATE_LIVE,RESEARCH_ONLY,,2026-09-20,live vacancy + transcript/degree fit,,,,FOUND_IN_PRIOR_DEEP_RESEARCH_REVERIFY_LIVE,,post-graduation conversion strategy
phd-nmbu-causal-ml,PHD,NMBU,Causal Machine Learning vacancy family,REHYDRATE,Finance|Sharpe|Empirical Research,causal empirical research,REHYDRATE_LIVE,RESEARCH_ONLY,,UNKNOWN,current vacancy + methods/degree fit,,,,FOUND_IN_PRIOR_DEEP_RESEARCH_REVERIFY_LIVE,,post-graduation conversion strategy
job-dutch-rse-family,JOB,Dutch universities/research institutes,Research Software Engineer / Scientific Engineer family,REHYDRATE,Cite|Citation Engine|Research Drive|Data Infrastructure,research engineering,PERMANENT_SOURCE_FAMILY,RESEARCH_ONLY,,VACANCY_DRIVEN,vacancy-specific non-EU sponsorship/work-permit eligibility,,,,PERMANENT_DISCOVERY_SOURCE,https://www.academictransfer.com/,post-graduation conversion strategy
field-taiwan-innotech-2026,FIELD,Taiwan Innotech Expo,2026 field/network channel,FIELD,Portfolio,portfolio,CHECK_FIRE,NOT_APPLICABLE,,2026-09-17/2026-09-19,attendance value / schedule,,,,RECOVERED,,recovered master calendar
field-energy-netzero-2026,FIELD,Energy Taiwan / Net-Zero Taiwan,2026 field/network channel,FIELD,Policy Lab|ECI|Public-Good,energy/public infrastructure,CHECK_FIRE,NOT_APPLICABLE,,2026-10-14/2026-10-16,attendance value / schedule,,,,RECOVERED,,recovered master calendar
field-taitronics-aiot-2026,FIELD,TAITRONICS / AIoT Taiwan / Taiwan Industry Week,2026 field/network channel,FIELD,Hardware Splicer|Cite|AI Systems,industrial AI,FIRE,NOT_APPLICABLE,,2026-10-20/2026-10-22,attendance value / schedule,,,,RECOVERED,,recovered master calendar
field-fintech-taipei-2026,FIELD,FinTech Taipei,2026 event/showcase channel,FIELD,Policy Lab|Invisible Ledger|Finance,finance portfolio,WATCH_FIRE,NOT_APPLICABLE,,2026-10-23/2026-10-24,current participation/showcase mechanics,,,,RECOVERED,,recovered master calendar
embedded-world-2027-hardware-splicer,CONFERENCE,Embedded World Conference,2027 Eclipse Foundation session,APPLY,Hardware Splicer,evidence-gated open-source hardware engineering,PREPARE_CANONICAL_PACKAGE_AND_HUMAN_ATTENDANCE_DECISION,PORTAL_RECON_REQUIRED,examples/opportunities/embedded-world-2027-hardware-splicer.json,2026-09-28,Promote the conversion package; map the authenticated form; choose the applicant email/account; confirm physical attendance and originality obligations; human terms and final submit,hardware-splicer-family,,,PUBLIC_REQUIREMENTS_REVERIFIED_2026-09-17_PACKET_READY_AUTHENTICATED_FORM_UNMAPPED,https://call-for-papers.componeers.net/frontend/index.php?sub=383,hardware-splicer-execution-campaign
field-meet-taipei-2026,FIELD,Meet Taipei,2026 startup/network channel,FIELD,Commercial Portfolio,portfolio commercialization,NETWORK,NOT_APPLICABLE,,2026-11-19/2026-11-21,free-ticket/network value,,,,RECOVERED,,recovered master calendar
climatechain-2026-policy-eci,RESEARCH,ClimateChain,2026 climate / Policy Lab route,APPLY,Policy Lab|CL-ECI|ECI,Climate / evidence-to-settlement research,WATCH_REVERIFY,RESEARCH_ONLY,,2026-10-25,"Recovered thread window was Oct 5-25. Rehydrate exact 2026 call, eligibility, submission object, economics and overlap before FIRE.",policy-lab-family,,,THREAD_RECOVERED_REVERIFY,,prior Policy Lab / climate thread + recovered calendar
watch-g0v-nocturnal,PARTNER,g0v,civic-tech collaboration / future funding-program watch,PARTNER,Nocturnal|Public-Good,Civic-tech / public-interest deployment,WATCH,RESEARCH_ONLY,,CYCLE_NOT_YET_VERIFIED,Prior Nocturnal sweep found strong ecosystem fit but no verified 2026/27 funding round. Monitor collaboration/funding calls; do not fabricate a program or deadline.,nocturnal-public-interest-family,,,THREAD_RECOVERED_WATCH_REVERIFY,,prior Nocturnal public-interest opportunity sweep
lab-sinica-ku-nlp-ra-2026,RESEARCH_LAB,Academia Sinica IIS / Lun-Wei Ku NLP Lab,"Full-time / part-time research assistant — LLM, RAG, AI safety, fake news and news literacy",LAB_STAFF,Cite|Research Drive|Citation Engine|Nocturnal,Evidence-grounded LLM/RAG research systems and information-integrity analysis,FIRE_AFTER_GATE,OUTREACH_READY,,2027-05-31,"G1 verify degree/background flexibility, exact PT compensation, Taiwan work-permit compatibility, start timing, and pre-existing-IP/outside-work terms before acceptance. FT master's salary listed from NT$44,968/month; PT available but amount unspecified.",research-labor-ai-taiwan,,,OFFICIAL_RECRUITMENT_VERIFIED_2026-08-31,https://www.sinica.edu.tw/recruitment_content/53/11723,2026-08-31 deep research labor audit
lab-sinica-aiiu-embodied-ai-ra-2026,RESEARCH_LAB,Academia Sinica CITI / AIIU Lab,"Research assistant — CV, 3D/digital twins, Embodied AI, VLA/VLN, AI safety",LAB_STAFF,Hardware Splicer|Citation Engine,Evidence-constrained physical/embodied AI and digital engineering validation,FIRE_AFTER_GATE,OUTREACH_READY,,2026-12-31,"G1 conventional EE/CS/math background preference; verify whether portfolio evidence clears it. FT master's salary listed from NT$44,968/month; student/PT range listed NT$6,000-34,000/month. Verify exact appointment class, work permit, IP, and outside-work terms.",hardware-splicer-career,,,OFFICIAL_RECRUITMENT_VERIFIED_2026-08-31,https://www.citi.sinica.edu.tw/main/recruit-assistants,2026-08-31 deep research labor audit
lab-sinica-der-nian-yang-ra-2026,RESEARCH_LAB,Academia Sinica IIS / Der-Nian Yang Lab,"Research assistant — data mining, LLM/deep learning, social networks and big-data systems",LAB_STAFF,Nocturnal|Research Drive|Citation Engine|Cite,Auditable large-scale social/information data systems,FIRE_AFTER_GATE,OUTREACH_READY,,2026-10-06,"G1 CS/EE background preference and exact appointment economics; verify degree flexibility, work authorization, IP and outside-work terms.",research-labor-ai-taiwan,,,OFFICIAL_RECRUITMENT_VERIFIED_2026-08-31,https://www.iis.sinica.edu.tw/zh/page/Recruitment/Assistants.html,2026-08-31 deep research labor audit
lab-sinica-ti-rong-wu-agents-ra-2026,RESEARCH_LAB,Academia Sinica IIS / Ti-Rong Wu Lab,"Research assistant — RL, search/planning, LLMs and intelligent agents",LAB_STAFF,Research Drive|Cite|Hardware Splicer|Blowback,Tool-using agents with explicit authority and evaluation boundaries,VERIFY,OUTREACH_READY,,2026-12-31,"G1 role prefers information/electrical/STEM background and C++/Python/PyTorch/Linux depth. Verify whether demonstrated systems work can substitute for degree-label mismatch. Master's salary listed from NT$44,968/month.",research-labor-ai-taiwan,,,OFFICIAL_RECRUITMENT_VERIFIED_2026-08-31,https://www.sinica.edu.tw/recruitment_content/53/11035,2026-08-31 deep research labor audit
job-hku-ai-agents-aec-ra-2026,RESEARCH_JOB,University of Hong Kong / Architecture and Construction,Senior RA / RA I-II / Student RA — AI agents for architecture and construction,RESEARCH_ENGINEER,Hardware Splicer|Research Drive|Cite,Agentic engineering workflows and physical-world authority constraints,FIRE_AFTER_GATE,APPLICATION_READY,,2027-01-31,"G1 reverify current closing date because HKU listings may change; verify appointment level, salary, work authorization/sponsorship, IP and outside-work terms. Broad degree eligibility makes this lower-friction than many AI lab roles.",research-labor-agents,,,OFFICIAL_HKU_POSTING_VERIFIED_2026-08-31_REVERIFY_DEADLINE_AT_FIRE,https://jobs.hku.hk/cw/en/job/536608/senior-research-assistant-research-assistant-iii-student-research-assistant-in-ai-agents-for-architecture-and-construction,2026-08-31 deep research labor audit
predoc-mit-futuretech-ai-econ-2026,PREDOC,MIT FutureTech,"Technical Associate / Predoctoral Research Assistant — AI progress, science, labor markets and market structure",PREDOC,Finance|Policy Lab|Research Papers|Research Drive|Sharpe,Economics + empirical AI research + reproducible data systems,FIRE_AFTER_GATE,APPLICATION_READY,,ROLLING,"G1 current posting does not publish salary or work-authorization/sponsorship terms. Verify those before high-effort application; role asks for economics/related degree, AI/computing expertise, econometrics/statistics and Python/R.",predoc-ai-economics,,,OFFICIAL_POSTING_CURRENT_2026-08-31_DEADLINE_COMPENSATION_AUTH_UNKNOWN,https://futuretech.mit.edu/opportunities/technical-associate-predoctoral-research-assistant,2026-08-31 deep research labor audit
fellowship-anthropic-fellows-2026,RESEARCH_FELLOWSHIP,Anthropic,Anthropic Fellows Program — research / AI safety / ML systems / Economics & Policy,RESEARCH_FELLOWSHIP,Research Drive|Citation Engine|Hardware Splicer|Finance|Policy Lab|Sharpe,"Research engineering or Economics & Policy, depending track",VERIFY,ELIGIBILITY_RECON_REQUIRED,,ROLLING,"G1 no visa sponsorship: applicant must already hold full-time work authorization in the US, UK or Canada and be located accordingly. Do not spend heavily until this binary gate clears. Published base stipend is US$3,850/week, £2,310/week or C$4,300/week for about four months.",career-scale-ai-research,,,OFFICIAL_PROGRAM_CURRENT_2026-08-31_WORK_AUTH_GATE,https://www.anthropic.com/careers/jobs/5023394008,2026-08-31 fellowship/residency deep research
internship-oist-research-2027,FUNDED_VISITING_RESEARCH,Okinawa Institute of Science and Technology,Research Internship Program — Spring 2027 window,FUNDED_VISITING_PROGRAM,Hardware Splicer|Research Drive|Citation Engine|Research Papers,One host-specific research question; do not present entire portfolio,FIRE_AFTER_GATE,APPLICATION_READY,,2026-10-15,"G6 4-6 month relocation/opportunity cost; verify exact host-unit fit and stipend amount. Official program covers living support, accommodation and travel.",funded-visiting-research,,,OFFICIAL_PROGRAM_VERIFIED_2026-08-31,https://www.oist.jp/admissions/research-internship/apply-research-internship,2026-08-31 research-labor deep research
lab-aist-eart-ra-2026,RESEARCH_LAB,AIST / Embodied AI Research Team,Research Assistant / student / engineer openings in Embodied AI,LAB_STAFF,Hardware Splicer,Evidence-constrained embodied AI and physical-system validation,VERIFY,ELIGIBILITY_RECON_REQUIRED,,ROLLING,"G1 verify whether a graduate student enrolled at a Taiwanese university can enter the AIST RA mechanism, exact pay, work authorization, location, IP and outside-work terms before packaging heavily.",hardware-splicer-career,,,OFFICIAL_RA_MECHANISM_AND_TEAM_RECRUITMENT_VERIFIED_2026-08-31,https://eart.airc.aist.go.jp/en/opportunities/,2026-08-31 research-labor deep research
job-astar-embodied-ai-research-engineer-2026,RESEARCH_JOB,A*STAR I2R / IAIC,Research Engineer — Robotics & Autonomous Systems / Embodied AI Data Engine,RESEARCH_ENGINEER,Hardware Splicer,Industrial embodied-AI system integration and validation,VERIFY,ELIGIBILITY_RECON_REQUIRED,,ROLLING,"G1 verify minimum degree/experience, sponsorship/work authorization, exact compensation, IP and outside-work terms from the live requisition before application.",hardware-splicer-career,,,OFFICIAL_CURRENT_REQUISITION_VERIFIED_2026-08-31_COMPENSATION_DEADLINE_UNKNOWN,https://careers.a-star.edu.sg/job/%28Lead%29-Research-Engineer%2C-Robotics-%26-Autonomous-Systems%2C-IAIC/2147-en_GB/,2026-08-31 research-labor deep research
apprenticeship-ai-singapore-aiap-2027,RESEARCH_CAREER_PROGRAM,AI Singapore,AI Apprenticeship Programme — next intake,RESEARCH_ENGINEERING_PROGRAM,Research Drive|Cite|Hardware Splicer,Production AI engineering and applied agent systems,WATCH,RESEARCH_ONLY,,CYCLE_NOT_YET_VERIFIED,"Next intake expected Q4 2026; verify live dates and citizenship/residency/work-right eligibility before activation. Published stipend SGD4,000/month for 6 or 9 months.",research-labor-asia,,,NEXT_INTAKE_WATCH_2026-08-31,https://aisingapore.org/innovation/aiap/,2026-08-31 research-labor deep research
job-eth-rsl-research-staff-2026,RESEARCH_JOB,ETH Zurich / Robotic Systems Lab,Research staff / software engineer — real-world robotics deployment,RESEARCH_ENGINEER,Hardware Splicer,"Physical AI validation, engineering systems and real-world deployment",VERIFY,APPLICATION_RECON_REQUIRED,,ROLLING,"G1/G5 verify exact live role, degree/robotics-depth bar, salary, Swiss work authorization/sponsorship, IP and outside-work terms. Strong artifact fit but strong conventional robotics competition.",hardware-splicer-career,,,OFFICIAL_LAB_OPENINGS_VERIFIED_2026-08-31,https://rsl.ethz.ch/the-lab/open-positions.html,2026-08-31 research-labor deep research
